accession,taxon_1,taxon_2,taxon_3,taxon_4,taxon_5,taxon_6,taxon_7,taxon_8,taxon_9,taxon_10,name,source,env_material,env_biome,biotic_relationship,specific_host,host_name,geo_loc_name,publication,authors,journal,organism_gb,clone_gb ,environment_gb,host_gb,country_gb,publication_gb,authors_gb,journal_gb
AM409618.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Petalomonadida,Eupetalomonads,Eupetalomonads,Eupetalomonads,Eupetalomonads,29-Oct,environmental,sandy soil (ENVO missing),coniferous forest (ENVO:01000196),free-living,NA,NA,France: Cap Ferret: Pinus pinaster forest stand,"Soil eukaryotic functional diversity, a metatranscriptomic approach","Bailly,J., Fraissinet-Tachet,L., Verner,M.C., Debaud,J.C., Lemaire,M., Wesolowski-Louvel,M. and Marmeisse,R.","ISME J 1 (7), 632-642 (2007)",uncultured eukaryote,27-May,sandy soil from a Pinus pinaster forest,NA,"France:South West France, Cap Ferret","Soil eukaryotic functional diversity, a metatranscriptomic approach","Bailly,J., Fraissinet-Tachet,L., Verner,M.C., Debaud,J.C., Lemaire,M., Wesolowski-Louvel,M. and Marmeisse,R.","ISME J 1 (7), 632-642 (2007)"
AY004245.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Spirocuta,Aphagea,Astasia,Astasia,Astasia curvata,Astasia curvata SAG 1204-5b,culture,NA,NA,free-living,NA,NA,Germany: Solling,"Phylogenetic analysis of phagotrophic, photomorphic and osmotrophic euglenoids by using the nuclear 18S rDNA sequence","Mullner,A.N., Angeler,D.G., Samuel,R., Linton,E.W. and Triemer,R.E.","Int. J. Syst. Evol. Microbiol. 51 (Pt 3), 783-791 (2001)",Astasia curvata,NA,NA,NA,NA,"Phylogenetic analysis of phagotrophic, photomorphic and osmotrophic euglenoids by using the nuclear 18S rDNA sequence","Mullner,A.N., Angeler,D.G., Samuel,R., Linton,E.W. and Triemer,R.E.","Int. J. Syst. Evol. Microbiol. 51 (Pt 3), 783-791 (2001)"
AY014998.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Cryptoglena,Cryptoglena skujae,Cryptoglena skujai SAG 10.88,culture,fresh water (ENVO:00002011),freshwater lake biome (ENVO:01000252),free-living,NA,NA,Austria: Neusiedler See at Rust,Phylogeny of Euglenophyceae based on small subunit rDNA sequences: taxonomic implications,"Nudelman,M.A., Rossi,M.S., Conforti,V. and Triemer,R.E.","J. Phycol. 39 (1), 226-235 (2003)",Cryptoglena skujai,NA,NA,NA,NA,Phylogeny of Euglenophyceae based on small subunit rDNA sequences: taxonomic implications,"Nudelman,M.A., Rossi,M.S., Conforti,V. and Triemer,R.E.","J. Phycol. 39 (1), 226-235 (2003)"
AY014999.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Phacaceae,Phacus,Phacus pleuronectes,Phacus alatus SAG 1261-2b,culture,ditch water (ENVO:00002158),ditch (ENVO:00000037),free-living,NA,NA,United Kingdom: Trumpington,Phylogeny of Euglenophyceae based on small subunit rDNA sequences: taxonomic implications,"Nudelman,M.A., Rossi,M.S., Conforti,V. and Triemer,R.E.","J. Phycol. 39 (1), 226-235 (2003)",Phacus alatus,NA,NA,NA,NA,Phylogeny of Euglenophyceae based on small subunit rDNA sequences: taxonomic implications,"Nudelman,M.A., Rossi,M.S., Conforti,V. and Triemer,R.E.","J. Phycol. 39 (1), 226-235 (2003)"
AY015000.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Strombomonas,Strombomonas acuminata,Strombomonas acuminata SAG 1280-1,culture,pond water (ENVO:00002228),freshwater pool (ENVO missing),free-living,NA,NA,United Kingdom: Cambridge,Phylogeny of Euglenophyceae based on small subunit rDNA sequences: taxonomic implications,"Nudelman,M.A., Rossi,M.S., Conforti,V. and Triemer,R.E.","J. Phycol. 39 (1), 226-235 (2003)",Strombomonas acuminata,NA,NA,NA,NA,Phylogeny of Euglenophyceae based on small subunit rDNA sequences: taxonomic implications,"Nudelman,M.A., Rossi,M.S., Conforti,V. and Triemer,R.E.","J. Phycol. 39 (1), 226-235 (2003)"
AY015001.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Trachelomonas,Trachelomonas echinata,Trachelomonas echinata SAG 1283-22,culture,fresh water (ENVO:00002011),freshwater lake biome (ENVO:01000252),free-living,NA,NA,USA: Indiana: Bloomington: Griffey Lake,Phylogeny of Euglenophyceae based on small subunit rDNA sequences: taxonomic implications,"Nudelman,M.A., Rossi,M.S., Conforti,V. and Triemer,R.E.","J. Phycol. 39 (1), 226-235 (2003)",Trachelomonas echinata,NA,NA,NA,NA,Phylogeny of Euglenophyceae based on small subunit rDNA sequences: taxonomic implications,"Nudelman,M.A., Rossi,M.S., Conforti,V. and Triemer,R.E.","J. Phycol. 39 (1), 226-235 (2003)"
AY015002.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Trachelomonas,Trachelomonas intermedia,Trachelomonas intermedia SAG 205.80,culture,pond water (ENVO:00002228),pond (ENVO:00000033),free-living,NA,NA,Germany: Goettingen: Botanical Garden,Phylogeny of Euglenophyceae based on small subunit rDNA sequences: taxonomic implications,"Nudelman,M.A., Rossi,M.S., Conforti,V. and Triemer,R.E.","J. Phycol. 39 (1), 226-235 (2003)",Trachelomonas intermedia,NA,NA,NA,NA,Phylogeny of Euglenophyceae based on small subunit rDNA sequences: taxonomic implications,"Nudelman,M.A., Rossi,M.S., Conforti,V. and Triemer,R.E.","J. Phycol. 39 (1), 226-235 (2003)"
AY015003.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Trachelomonas,Trachelomonas pertyi,Trachelomonas pertyi SAG 1283-13,culture,pond water (ENVO:00002228),pond (ENVO:00000033),free-living,NA,NA,United Kingdom: East Anglia: Debden,Phylogeny of Euglenophyceae based on small subunit rDNA sequences: taxonomic implications,"Nudelman,M.A., Rossi,M.S., Conforti,V. and Triemer,R.E.","J. Phycol. 39 (1), 226-235 (2003)",Trachelomonas pertyi,NA,NA,NA,NA,Phylogeny of Euglenophyceae based on small subunit rDNA sequences: taxonomic implications,"Nudelman,M.A., Rossi,M.S., Conforti,V. and Triemer,R.E.","J. Phycol. 39 (1), 226-235 (2003)"
AY015004.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Trachelomonas,Trachelomonas conradi,Trachelomonas volvocinopsis var. spiralis UTEX 1313,culture,NA,NA,free-living,NA,NA,NA,Phylogeny of Euglenophyceae based on small subunit rDNA sequences: taxonomic implications,"Nudelman,M.A., Rossi,M.S., Conforti,V. and Triemer,R.E.","J. Phycol. 39 (1), 226-235 (2003)",Trachelomonas volvocinopsis var. spiralis,NA,NA,NA,NA,Phylogeny of Euglenophyceae based on small subunit rDNA sequences: taxonomic implications,"Nudelman,M.A., Rossi,M.S., Conforti,V. and Triemer,R.E.","J. Phycol. 39 (1), 226-235 (2003)"
AY029278.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Euglena,Euglena mutabilis,Euglena sp. CRRdV ,isolate,mud (ENVO:01000001),volcano (ENVO:00000247),free-living,NA,NA,Costa Rica,Characterization of a photosynthetic Euglena strain isolated from an acidic hot mud pool of a volcanic area of Costa Rica,"Sittenfeld,A., Mora,M., Ortega,J.M., Albertazzi,F., Cordero,A., Roncel,M., Sanchez,E., Vargas,M., Fernandez,M., Weckesser,J. and Serrano,A.","FEMS Microbiol. Ecol. 42 (1), 151-161 (2002)",Euglena sp. CRRdV,NA,NA,NA,Costa Rica: Rincon de la Vieja volcano,Characterization of a photosynthetic Euglena strain isolated from an acidic hot mud pool of a volcanic area of Costa Rica,"Sittenfeld,A., Mora,M., Ortega,J.M., Albertazzi,F., Cordero,A., Roncel,M., Sanchez,E., Vargas,M., Fernandez,M., Weckesser,J. and Serrano,A.","FEMS Microbiol. Ecol. 42 (1), 151-161 (2002)"
AY029407.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Euglena,Euglena chlamydophora,Euglena chlamydophora ,NA,NA,NA,free-living,NA,NA,NA,A new possible view on evolution of Astasia longa (Euglenaphyta): inference from molecular data,"Wang,J., Lu,X., Zhang,Y., Xu,X. and Shi,Z.",Unpublished,Euglena chlamydophora,NA,NA,NA,NA,A new possible view on evolution of Astasia longa (Euglenaphyta): inference from molecular data,"Wang,J., Lu,X., Zhang,Y., Xu,X. and Shi,Z.",Unpublished
AY029408.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Euglena,Euglena,Euglena deses var. acidophila ,NA,NA,NA,free-living,NA,NA,NA,A new possible view on evolution of Astasia longa (Euglenaphyta): inference from molecular data,"Wang,J., Lu,X., Zhang,Y., Xu,X. and Shi,Z.",Unpublished,Euglena deses var. acidophila,NA,NA,NA,NA,A new possible view on evolution of Astasia longa (Euglenaphyta): inference from molecular data,"Wang,J., Lu,X., Zhang,Y., Xu,X. and Shi,Z.",Unpublished
AY029409.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Euglena,Euglena gracilis,Euglena gracilis var. bacillaris ,NA,NA,NA,free-living,NA,NA,NA,A new possible view on evolution of Astasia longa (Euglenaphyta): inference from molecular data,"Wang,J., Lu,X., Zhang,Y., Xu,X. and Shi,Z.",Unpublished,Euglena gracilis var. bacillaris,NA,NA,NA,NA,A new possible view on evolution of Astasia longa (Euglenaphyta): inference from molecular data,"Wang,J., Lu,X., Zhang,Y., Xu,X. and Shi,Z.",Unpublished
AY048919.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Spirocuta,Anisonema+Dinema,Anisonema+Dinema,Anisonema+Dinema,Anisonema,Peranema sp. BIPA2001 BIPA2001,culture,NA,NA,free-living,NA,NA,Australia,Peranema sp. small subunit rDNA,"Busse,I. and Preisfeld,A.",Unpublished,Peranema sp. BIPA2001,NA,NA,NA,NA,Peranema sp. small subunit rDNA,"Busse,I. and Preisfeld,A.",Unpublished
AY055368.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Euglena,Euglena geniculata,Euglena myxocylindracea UTEX 1989,culture,NA,NA,free-living,NA,NA,NA,Trends in the evolution of the euglenid pellicle,"Leander,B.S., Witek,R.P. and Farmer,M.A.","Evolution 55 (11), 2215-2235 (2001)",Euglena myxocylindracea,NA,NA,NA,NA,Trends in the evolution of the euglenid pellicle,"Leander,B.S., Witek,R.P. and Farmer,M.A.","Evolution 55 (11), 2215-2235 (2001)"
AY055369.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Euglena,Euglena laciniata,Euglena laciniata UTEX 1312,culture,fresh water (ENVO:00002011),freshwater biome (ENVO:00000873),free-living,NA,NA,United Kingdom: Cambridge,Trends in the evolution of the euglenid pellicle,"Leander,B.S., Witek,R.P. and Farmer,M.A.","Evolution 55 (11), 2215-2235 (2001)",Euglena laciniata,NA,NA,NA,NA,Trends in the evolution of the euglenid pellicle,"Leander,B.S., Witek,R.P. and Farmer,M.A.","Evolution 55 (11), 2215-2235 (2001)"
AY061997.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Spirocuta,Aphagea,Parvonema,Parvonema,Distigma gracilis,Distigma gracile CCAP 1216/2,culture,lake bottom mud (ENVO:00005797),freshwater lake biome (ENVO:01000252),free-living,NA,NA,Austria: Lunzensee,Systematics of primary osmotrophic euglenids: a molecular approach to the phylogeny of Distigma and Astasia (Euglenozoa),"Busse,I. and Preisfeld,A.","Int. J. Syst. Evol. Microbiol. 53 (PT 2), 617-624 (2003)",Distigma gracile,NA,NA,NA,NA,Systematics of primary osmotrophic euglenids: a molecular approach to the phylogeny of Distigma and Astasia (Euglenozoa),"Busse,I. and Preisfeld,A.","Int. J. Syst. Evol. Microbiol. 53 (PT 2), 617-624 (2003)"
AY061998.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Spirocuta,Anisonema+Dinema,Anisonema+Dinema,Anisonema+Dinema,Dinema sulcatum,Dinema sulcatum ,isolate,NA,NA,free-living,NA,NA,Australia,Phylogeny of phagotrophic euglenids (Euglenozoa): a molecular approach based on culture material and environmental samples,"Busse,I., Patterson,D.J. and Preisfeld,A.","J. Phycol. 39, 828-836 (2003)",Dinema sulcatum,NA,NA,NA,NA,Phylogeny of phagotrophic euglenids (Euglenozoa): a molecular approach based on culture material and environmental samples,"Busse,I., Patterson,D.J. and Preisfeld,A.","J. Phycol. 39, 828-836 (2003)"
AY061999.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Entosiphon,Entosiphon,Entosiphon,Entosiphon,Entosiphon sulcatum,Entosiphon sulcatum CCAP 1220/1B,culture,NA,freshwater biome (ENVO:00000873),free-living,NA,NA,United Kingdom: Cornwall: Goonhilly Down,Phylogeny of phagotrophic euglenids (Euglenozoa): a molecular approach based on culture material and environmental samples,"Busse,I., Patterson,D.J. and Preisfeld,A.","J. Phycol. 39, 828-836 (2003)",Entosiphon sulcatum,NA,NA,NA,NA,Phylogeny of phagotrophic euglenids (Euglenozoa): a molecular approach based on culture material and environmental samples,"Busse,I., Patterson,D.J. and Preisfeld,A.","J. Phycol. 39, 828-836 (2003)"
AY062000.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Euglena,Euglena,Euglena sp. BAPS 2-2000 ,isolate,NA,NA,free-living,NA,NA,NA,Direct Submission,"Busse,I. and Preisfeld,A.","Submitted (13-NOV-2001) Dept. of Biology, University of Bielefeld, Universitaetsstrasse 25, Bielefeld, NRW 33615, Germany",Euglena sp. BAPS 2-2000,NA,NA,NA,NA,Direct Submission,"Busse,I. and Preisfeld,A.","Submitted (13-NOV-2001) Dept. of Biology, University of Bielefeld, Universitaetsstrasse 25, Bielefeld, NRW 33615, Germany"
AY062001.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Spirocuta,Aphagea,Parvonema,Parvonema,Distigma sennii,Distigma sennii SAG 222.80,culture,peat soil (ENVO:00005774),freshwater biome (ENVO:00000873),free-living,NA,NA,Switzerland: Kanton Zuerich: Robenhausen,Direct Submission,"Busse,I. and Preisfeld,A.","Submitted (13-NOV-2001) Dept. of Biology, University of Bielefeld, Universitaetsstrasse 25, Bielefeld, NRW 33615, Germany",Distigma sennii,NA,NA,NA,NA,Direct Submission,"Busse,I. and Preisfeld,A.","Submitted (13-NOV-2001) Dept. of Biology, University of Bielefeld, Universitaetsstrasse 25, Bielefeld, NRW 33615, Germany"
AY070246.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Euglena,Euglena viridis,Euglena viridis SAG 1224-17d,culture,fresh water (ENVO:00002011),freshwater biome (ENVO:00000873),free-living,NA,NA,NA,"Two different species of Euglena, E. geniculata and E. myxocylindracea (Euglenophyceae), are virtually genetically and morphologically identical","Zakrys,B., Milanowski,R., Empel,J., Borsuk,P., Gromadka,R. and Kwiatowski,J.","J. Phycol. 38 (6), 1190-1199 (2002)",Euglena viridis,NA,NA,NA,NA,"Two different species of Euglena, E. geniculata and E. myxocylindracea (Euglenophyceae), are virtually genetically and morphologically identical","Zakrys,B., Milanowski,R., Empel,J., Borsuk,P., Gromadka,R. and Kwiatowski,J.","J. Phycol. 38 (6), 1190-1199 (2002)"
AY070247.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Euglena,Euglena tristella,Euglena tristella SAG 1224-35,culture,NA,NA,free-living,NA,NA,NA,"Two different species of Euglena, E. geniculata and E. myxocylindracea (Euglenophyceae), are virtually genetically and morphologically identical","Zakrys,B., Milanowski,R., Empel,J., Borsuk,P., Gromadka,R. and Kwiatowski,J.","J. Phycol. 38 (6), 1190-1199 (2002)",Euglena tristella,NA,NA,NA,NA,"Two different species of Euglena, E. geniculata and E. myxocylindracea (Euglenophyceae), are virtually genetically and morphologically identical","Zakrys,B., Milanowski,R., Empel,J., Borsuk,P., Gromadka,R. and Kwiatowski,J.","J. Phycol. 38 (6), 1190-1199 (2002)"
AY070248.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Euglena,Euglena geniculata,Euglena geniculata SAG 1224-4f,culture,fresh water (ENVO:00002011),freshwater biome (ENVO:00000873),free-living,NA,NA,Austria: Tyrol,"Two different species of Euglena, E. geniculata and E. myxocylindracea (Euglenophyceae), are virtually genetically and morphologically identical","Zakrys,B., Milanowski,R., Empel,J., Borsuk,P., Gromadka,R. and Kwiatowski,J.","J. Phycol. 38 (6), 1190-1199 (2002)",Euglena geniculata,NA,NA,NA,NA,"Two different species of Euglena, E. geniculata and E. myxocylindracea (Euglenophyceae), are virtually genetically and morphologically identical","Zakrys,B., Milanowski,R., Empel,J., Borsuk,P., Gromadka,R. and Kwiatowski,J.","J. Phycol. 38 (6), 1190-1199 (2002)"
AY070249.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Euglena,Euglena geniculata,Euglena geniculata SAG 1224-4b,culture,fresh water (ENVO:00002011),freshwater lake biome (ENVO:01000252),free-living,NA,NA,Czech Republic: Bohemia: Machovo jezero,"Two different species of Euglena, E. geniculata and E. myxocylindracea (Euglenophyceae), are virtually genetically and morphologically identical","Zakrys,B., Milanowski,R., Empel,J., Borsuk,P., Gromadka,R. and Kwiatowski,J.","J. Phycol. 38 (6), 1190-1199 (2002)",Euglena geniculata,NA,NA,NA,NA,"Two different species of Euglena, E. geniculata and E. myxocylindracea (Euglenophyceae), are virtually genetically and morphologically identical","Zakrys,B., Milanowski,R., Empel,J., Borsuk,P., Gromadka,R. and Kwiatowski,J.","J. Phycol. 38 (6), 1190-1199 (2002)"
AY082988.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenea,Euglenaceae,Euglena,Euglena mutabilis,Euglena cf. mutabilis ,NA,NA,NA,free-living,NA,NA,NA,Microbiology: eukaryotic diversity in Spain's River of Fire,"Amaral Zettler,L.A., Gomez,F., Zettler,E., Keenan,B.G., Amils,R. and Sogin,M.L.","Nature 417 (6885), 137 (2002)",Euglena cf. mutabilis,RT8n7,NA,NA,NA,Microbiology: eukaryotic diversity in Spain's River of Fire,"Amaral Zettler,L.A., Gomez,F., Zettler,E., Keenan,B.G., Amils,R. and Sogin,M.L.","Nature 417 (6885), 137 (2002)"
AY083243.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Spirocuta,Aphagea,Rhabdomonadales,Menoidium,Menoidium,Menoidium sp. CCAP 1247/6 ,culture,NA,freshwater biome (ENVO:00000873),free-living,NA,NA,NA,Application of spectral analysis to examine phylogenetic signal among euglenid SSU rDNA data sets (Euglenozoa),"Busse,I. and Preisfeld,A.","Org. Divers. Evol. 3, 1-12 (2003)",Menoidium sp. CCAP 1247/6,NA,NA,NA,NA,Application of spectral analysis to examine phylogenetic signal among euglenid SSU rDNA data sets (Euglenozoa),"Busse,I. and Preisfeld,A.","Org. Divers. Evol. 3, 1-12 (2003)"
AY256209.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Symbiontida,Postgaardida,Postgaardida,Postgaardida,Postgaardida,H25 ,environmental,anoxic water (ENVO:01000173),marine sulfidic redoxcline (ENVO missing),free-living,NA,NA,Caribbean Sea: Cariaco Basin,Novel eukaryotes from the permanently anoxic Cariaco Basin (Caribbean Sea),"Stoeck,T., Taylor,G.T. and Epstein,S.S.","Appl. Environ. Microbiol. 69 (9), 5656-5663 (2003)",uncultured eukaryote,NA,permanently anoxic deep-sea basin,NA,NA,Novel eukaryotes from the permanently anoxic Cariaco Basin (Caribbean Sea),"Stoeck,T., Taylor,G.T. and Epstein,S.S.","Appl. Environ. Microbiol. 69 (9), 5656-5663 (2003)"
AY256285.1,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Symbiontida,Postgaardida,Postgaardida,Postgaardida,Postgaardida,E220 ,environmental,anoxic water (ENVO:01000173),marine redoxcline (ENVO missing),free-living,NA,NA,Caribbean Sea: Cariaco Basin,Novel eukaryotes from the permanently anoxic Cariaco Basin (Caribbean Sea),"Stoeck,T., Taylor,G.T. and Epstein,S.S.","Appl. Environ. Microbiol. 69 (9), 5656-5663 (2003)",uncultured eukaryote,NA,permanently anoxic deep-sea basin,NA,NA,Novel eukaryotes from the permanently anoxic Cariaco Basin (Caribbean Sea),"Stoeck,T., Taylor,G.T. and Epstein,S.S.","Appl. Environ. Microbiol. 69 (9), 5656-5663 (2003)"
