accession,taxon_1,taxon_2,taxon_3,taxon_4,taxon_5,taxon_6,taxon_7,taxon_8,taxon_9,taxon_10,taxon_11,name,source,env_material,env_biome,biotic_relationship,specific_host,host_name,geo_loc_name,publication,authors,journal,organism_gb,clone_gb,environment_gb,host_gb,country_gb,publication_gb,authors_gb,journal_gb
DQ465523,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas nasuta,isolate,sediment (ENVO:00002007),NA,NA,NA,NA,Atlantic Ocean: Eastern Guinea Abyssal Plain,Molecular diversity of Rhynchomonas nasuta isolated from different deep-sea abyssal plains of the southeast Atlantic Ocean,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.",Unpublished,Rhynchomonas nasuta,NA,sediment,NA,Atlantic Ocean: Eastern Guinea Abyssal Plain depth 5062m,Molecular diversity of Rhynchomonas nasuta isolated from different deep-sea abyssal plains of the southeast Atlantic Ocean,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.",Unpublished
DQ465509,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas nasuta,isolate,sediment (ENVO:00002007),NA,NA,NA,NA,Atlantic Ocean: Eastern Guinea Abyssal Plain,Molecular diversity of Rhynchomonas nasuta isolated from different deep-sea abyssal plains of the southeast Atlantic Ocean,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.",Unpublished,Rhynchomonas nasuta,NA,sediment,NA,Atlantic Ocean: Eastern Guinea Abyssal Plain depth 5063m,Molecular diversity of Rhynchomonas nasuta isolated from different deep-sea abyssal plains of the southeast Atlantic Ocean,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.",Unpublished
DQ465510,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas nasuta,isolate,sediment (ENVO:00002007),NA,NA,NA,NA,Atlantic Ocean: Eastern Guinea Abyssal Plain,Molecular diversity of Rhynchomonas nasuta isolated from different deep-sea abyssal plains of the southeast Atlantic Ocean,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.",Unpublished,Rhynchomonas nasuta,NA,sediment,NA,Atlantic Ocean: Eastern Guinea Abyssal Plain depth 5063m,Molecular diversity of Rhynchomonas nasuta isolated from different deep-sea abyssal plains of the southeast Atlantic Ocean,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.",Unpublished
DQ465512,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas nasuta,isolate,sediment (ENVO:00002007),NA,NA,NA,NA,Atlantic Ocean: Eastern Guinea Abyssal Plain,Molecular diversity of Rhynchomonas nasuta isolated from different deep-sea abyssal plains of the southeast Atlantic Ocean,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.",Unpublished,Rhynchomonas nasuta,NA,sediment,NA,Atlantic Ocean: Eastern Guinea Abyssal Plain depth 5063m,Molecular diversity of Rhynchomonas nasuta isolated from different deep-sea abyssal plains of the southeast Atlantic Ocean,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.",Unpublished
DQ465516,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas nasuta,isolate,sediment (ENVO:00002007),NA,NA,NA,NA,Atlantic Ocean: Eastern Guinea Abyssal Plain,Molecular diversity of Rhynchomonas nasuta isolated from different deep-sea abyssal plains of the southeast Atlantic Ocean,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.",Unpublished,Rhynchomonas nasuta,NA,sediment,NA,Atlantic Ocean: Eastern Guinea Abyssal Plain depth 5063m,Molecular diversity of Rhynchomonas nasuta isolated from different deep-sea abyssal plains of the southeast Atlantic Ocean,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.",Unpublished
DQ465517,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas nasuta,isolate,sediment (ENVO:00002007),NA,NA,NA,NA,Atlantic Ocean: Eastern Guinea Abyssal Plain,Molecular diversity of Rhynchomonas nasuta isolated from different deep-sea abyssal plains of the southeast Atlantic Ocean,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.",Unpublished,Rhynchomonas nasuta,NA,sediment,NA,Atlantic Ocean: Eastern Guinea Abyssal Plain depth 5063m,Molecular diversity of Rhynchomonas nasuta isolated from different deep-sea abyssal plains of the southeast Atlantic Ocean,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.",Unpublished
DQ465521,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas nasuta,isolate,sediment (ENVO:00002007),NA,NA,NA,NA,Atlantic Ocean: Eastern Guinea Abyssal Plain,Molecular diversity of Rhynchomonas nasuta isolated from different deep-sea abyssal plains of the southeast Atlantic Ocean,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.",Unpublished,Rhynchomonas nasuta,NA,sediment,NA,Atlantic Ocean: Eastern Guinea Abyssal Plain depth 5063m,Molecular diversity of Rhynchomonas nasuta isolated from different deep-sea abyssal plains of the southeast Atlantic Ocean,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.",Unpublished
DQ465522,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas nasuta,isolate,sediment (ENVO:00002007),NA,NA,NA,NA,Atlantic Ocean: Eastern Guinea Abyssal Plain,Molecular diversity of Rhynchomonas nasuta isolated from different deep-sea abyssal plains of the southeast Atlantic Ocean,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.",Unpublished,Rhynchomonas nasuta,NA,sediment,NA,Atlantic Ocean: Eastern Guinea Abyssal Plain depth 5063m,Molecular diversity of Rhynchomonas nasuta isolated from different deep-sea abyssal plains of the southeast Atlantic Ocean,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.",Unpublished
DQ465524,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas nasuta,isolate,sediment (ENVO:00002007),NA,NA,NA,NA,Atlantic Ocean: Eastern Guinea Abyssal Plain,Molecular diversity of Rhynchomonas nasuta isolated from different deep-sea abyssal plains of the southeast Atlantic Ocean,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.",Unpublished,Rhynchomonas nasuta,NA,sediment,NA,Atlantic Ocean: Eastern Guinea Abyssal Plain depth 5063m,Molecular diversity of Rhynchomonas nasuta isolated from different deep-sea abyssal plains of the southeast Atlantic Ocean,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.",Unpublished
DQ465525,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas nasuta,isolate,sediment (ENVO:00002007),NA,NA,NA,NA,Atlantic Ocean: Eastern Guinea Abyssal Plain,Molecular diversity of Rhynchomonas nasuta isolated from different deep-sea abyssal plains of the southeast Atlantic Ocean,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.",Unpublished,Rhynchomonas nasuta,NA,sediment,NA,Atlantic Ocean: Eastern Guinea Abyssal Plain depth 5063m,Molecular diversity of Rhynchomonas nasuta isolated from different deep-sea abyssal plains of the southeast Atlantic Ocean,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.",Unpublished
DQ465515,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas nasuta,isolate,sediment (ENVO:00002007),NA,NA,NA,NA,Atlantic Ocean: Eastern Guinea Abyssal Plain,Molecular diversity of Rhynchomonas nasuta isolated from different deep-sea abyssal plains of the southeast Atlantic Ocean,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.",Unpublished,Rhynchomonas nasuta,NA,sediment,NA,Atlantic Ocean: Western Guinea Abyssal Plain depth 5139m,Molecular diversity of Rhynchomonas nasuta isolated from different deep-sea abyssal plains of the southeast Atlantic Ocean,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.",Unpublished
DQ465511,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas nasuta,isolate,sediment (ENVO:00002007),NA,NA,NA,NA,Atlantic Ocean: Eastern Guinea Abyssal Plain,Molecular diversity of Rhynchomonas nasuta isolated from different deep-sea abyssal plains of the southeast Atlantic Ocean,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.",Unpublished,Rhynchomonas nasuta,NA,sediment,NA,Atlantic Ocean: Western Guinea Abyssal Plain depth 5140m,Molecular diversity of Rhynchomonas nasuta isolated from different deep-sea abyssal plains of the southeast Atlantic Ocean,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.",Unpublished
EF405632,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas nasuta,isolate,marine sediment (ENVO:03000033),marine pelagic biome (ENVO:01000023),NA,NA,NA,Atlantic Ocean: Guinea Abyssal Plain,Genetically homogenous populations of flagellate morphospecies across several deep-sea abyssal plains of the South-East Atlantic Ocean,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.",Unpublished,Rhynchomonas nasuta,NA,"sediment-water interface, Guinea Abyssal Plain, -5063 m.",NA,NA,Genetically homogenous populations of flagellate morphospecies across several deep-sea abyssal plains of the South-East Atlantic Ocean,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.",Unpublished
EF405634,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Kinetoplastea,Metakinetoplastina,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas,Rhynchomonas nasuta,isolate,marine sediment (ENVO:03000033),marine pelagic biome (ENVO:01000023),NA,NA,NA,Atlantic Ocean: Guinea Abyssal Plain,Genetically homogenous populations of flagellate morphospecies across several deep-sea abyssal plains of the South-East Atlantic Ocean,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.",Unpublished,Rhynchomonas nasuta,NA,"sediment-water interface, Guinea Abyssal Plain, -5064 m.",NA,NA,Genetically homogenous populations of flagellate morphospecies across several deep-sea abyssal plains of the South-East Atlantic Ocean,"Scheckenbach,F., Hausmann,K., Wylezich,C., Weitere,M. and Arndt,H.",Unpublished
KJ759743,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured eukaryote SGYS1011,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Atlantic Ocean: Gulf Stream,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)",uncultured eukaryote,SGYS1011,Gulf Stream 2500m,NA,NA,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)"
KJ759918,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured eukaryote SGYS1329,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Atlantic Ocean: Gulf Stream,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)",uncultured eukaryote,SGYS1329,Gulf Stream 2500m,NA,NA,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)"
KJ760020,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,DSPDII,DSPDII,DSPDII,DSPDII,DSPDII,uncultured eukaryote SGYS1471,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Atlantic Ocean: Gulf Stream,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)",uncultured eukaryote,SGYS1471,Gulf Stream 2500m,NA,NA,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)"
KJ760048,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured eukaryote SGYS1504,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Atlantic Ocean: Gulf Stream,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)",uncultured eukaryote,SGYS1504,Gulf Stream 2500m,NA,NA,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)"
KJ760279,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured eukaryote SGYS694,environmental,sea water (ENVO:00002149),marine pelagic biome (ENVO:01000023),NA,NA,NA,Atlantic Ocean: Gulf Stream,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)",uncultured eukaryote,SGYS694,Gulf Stream 2500m,NA,NA,Investigating Microbial Eukaryotic Diversity from a Global Census: Insights from a Comparison of Pyrotag and Full-Length Sequences of 18S rRNA Genes,"Lie,A.A., Liu,Z., Hu,S.K., Jones,A.C., Kim,D.Y., Countway,P.D., Amaral-Zettler,L.A., Cary,S.C., Sherr,E.B., Sherr,B.F., Gast,R.J. and Caron,D.A.","Appl. Environ. Microbiol. 80 (14), 4363-4373 (2014)"
DQ504319,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured diplonemid LC22_5EP_10,environmental,marine hydrothermal plume (ENVO:01000130),marine hydrothermal vent biome (ENVO:01000030),NA,NA,NA,Atlantic Ocean: Lost City,Eukaryotic diversity associated with carbonates and fluid-seawater interface in Lost City hydrothermal field,"Lopez-Garcia,P., Vereshchaka,A. and Moreira,D.","Environ. Microbiol. 9 (2), 546-554 (2007)",uncultured diplonemid,LC22_5EP_10,Lost City,NA,NA,Eukaryotic diversity associated with carbonates and fluid-seawater interface in Lost City hydrothermal field,"Lopez-Garcia,P., Vereshchaka,A. and Moreira,D.","Environ. Microbiol. 9 (2), 546-554 (2007)"
DQ504321,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured diplonemid LC22_5EP_17,environmental,marine hydrothermal plume (ENVO:01000130),marine hydrothermal vent biome (ENVO:01000030),NA,NA,NA,Atlantic Ocean: Lost City,Eukaryotic diversity associated with carbonates and fluid-seawater interface in Lost City hydrothermal field,"Lopez-Garcia,P., Vereshchaka,A. and Moreira,D.","Environ. Microbiol. 9 (2), 546-554 (2007)",uncultured diplonemid,LC22_5EP_17,Lost City,NA,NA,Eukaryotic diversity associated with carbonates and fluid-seawater interface in Lost City hydrothermal field,"Lopez-Garcia,P., Vereshchaka,A. and Moreira,D.","Environ. Microbiol. 9 (2), 546-554 (2007)"
DQ504322,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured diplonemid LC22_5EP_18,environmental,marine hydrothermal plume (ENVO:01000130),marine hydrothermal vent biome (ENVO:01000030),NA,NA,NA,Atlantic Ocean: Lost City,Eukaryotic diversity associated with carbonates and fluid-seawater interface in Lost City hydrothermal field,"Lopez-Garcia,P., Vereshchaka,A. and Moreira,D.","Environ. Microbiol. 9 (2), 546-554 (2007)",uncultured diplonemid,LC22_5EP_18,Lost City,NA,NA,Eukaryotic diversity associated with carbonates and fluid-seawater interface in Lost City hydrothermal field,"Lopez-Garcia,P., Vereshchaka,A. and Moreira,D.","Environ. Microbiol. 9 (2), 546-554 (2007)"
DQ504323,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured diplonemid LC22_5EP_19,environmental,marine hydrothermal plume (ENVO:01000130),marine hydrothermal vent biome (ENVO:01000030),NA,NA,NA,Atlantic Ocean: Lost City,Eukaryotic diversity associated with carbonates and fluid-seawater interface in Lost City hydrothermal field,"Lopez-Garcia,P., Vereshchaka,A. and Moreira,D.","Environ. Microbiol. 9 (2), 546-554 (2007)",uncultured diplonemid,LC22_5EP_19,Lost City,NA,NA,Eukaryotic diversity associated with carbonates and fluid-seawater interface in Lost City hydrothermal field,"Lopez-Garcia,P., Vereshchaka,A. and Moreira,D.","Environ. Microbiol. 9 (2), 546-554 (2007)"
DQ504349,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured diplonemid LC22_5EP_32,environmental,marine hydrothermal plume (ENVO:01000130),marine hydrothermal vent biome (ENVO:01000030),NA,NA,NA,Atlantic Ocean: Lost City,Eukaryotic diversity associated with carbonates and fluid-seawater interface in Lost City hydrothermal field,"Lopez-Garcia,P., Vereshchaka,A. and Moreira,D.","Environ. Microbiol. 9 (2), 546-554 (2007)",uncultured diplonemid,LC22_5EP_32,Lost City,NA,NA,Eukaryotic diversity associated with carbonates and fluid-seawater interface in Lost City hydrothermal field,"Lopez-Garcia,P., Vereshchaka,A. and Moreira,D.","Environ. Microbiol. 9 (2), 546-554 (2007)"
DQ504318,Eukaryota,Excavata,Discoba,Euglenozoa,Glycomonada,Diplonemea,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,Eupelagonemidae,uncultured diplonemid LC22_5EP_8,environmental,marine hydrothermal plume (ENVO:01000130),marine hydrothermal vent biome (ENVO:01000030),NA,NA,NA,Atlantic Ocean: Lost City,Eukaryotic diversity associated with carbonates and fluid-seawater interface in Lost City hydrothermal field,"Lopez-Garcia,P., Vereshchaka,A. and Moreira,D.","Environ. Microbiol. 9 (2), 546-554 (2007)",uncultured diplonemid,LC22_5EP_8,Lost City,NA,NA,Eukaryotic diversity associated with carbonates and fluid-seawater interface in Lost City hydrothermal field,"Lopez-Garcia,P., Vereshchaka,A. and Moreira,D.","Environ. Microbiol. 9 (2), 546-554 (2007)"
