accession,taxon_1,taxon_2,taxon_3,taxon_4,taxon_5,taxon_6,taxon_7,taxon_8,name,source,env_material,env_biome,biotic_relationship,specific_host,geo_loc_name,publication,authors,journal,organism_gb,clone_gb,environment_gb,host_gb,country_gb,publication_gb,authors_gb,journal_gb
DQ768725.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Vahlkampfiidae,Naegleria,Naegleria clarki,isolate,spleen (UBERON:0002106),animal-associated environment (ENVO:01001002),NA,Clarias batrachus,Thailand,Fish-isolated Naegleria strains and their phylogeny inferred from ITS and SSU rDNA sequences,"Dykova,I., Peckova,H., Fiala,I. and Dvorakova,H.","Folia Parasitol. 53 (3), 172-180 (2006)",Naegleria clarki,NA,spleen,Clarias batrachus,Thailand: Bangkok market,Fish-isolated Naegleria strains and their phylogeny inferred from ITS and SSU rDNA sequences,"Dykova,I., Peckova,H., Fiala,I. and Dvorakova,H.","Folia Parasitol. 53 (3), 172-180 (2006)"
EF378676.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Vahlkampfiidae,Naegleria,Naegleria sp. F1-9,isolate,intestine environment (ENVO:2100002),animal-associated environment (ENVO:01001002),NA,Carassius auratus auratus,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)",Naegleria sp. F1-9,NA,NA,NA,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)"
EF378677.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Vahlkampfiidae,Naegleria,Naegleria sp. F1-15,isolate,intestine environment (ENVO:2100002),animal-associated environment (ENVO:01001002),NA,Carassius auratus auratus,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)",Naegleria sp. F1-15,NA,NA,NA,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)"
EF378678.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Vahlkampfiidae,Naegleria,Naegleria sp. F1-25,isolate,intestine environment (ENVO:2100002),animal-associated environment (ENVO:01001002),NA,Carassius auratus auratus,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)",Naegleria sp. F1-25,NA,NA,NA,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)"
EF378679.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Vahlkampfiidae,Naegleria,Naegleria sp. F1-27,isolate,intestine environment (ENVO:2100002),animal-associated environment (ENVO:01001002),NA,Carassius auratus auratus,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)",Naegleria sp. F1-27,NA,NA,NA,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)"
EF378680.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Vahlkampfiidae,Naegleria,Naegleria sp. F1-28,isolate,intestine environment (ENVO:2100002),animal-associated environment (ENVO:01001002),NA,Carassius auratus auratus,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)",Naegleria sp. F1-28,NA,NA,NA,NA,Differential Salmonella survival against communities of intestinal amoebae,"Wildschutte,H. and Lawrence,J.G.","Microbiology (Reading, Engl.) 153 (PT 6), 1781-1789 (2007)"
EU273836.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Vahlkampfiidae,Naegleria,Naegleria sp. CRIB-34,isolate,river water (ENVO:01000599),freshwater biome (ENVO:00000873),free-living,NA,France,Biodiversity of amoebae and amoebae-resisting bacteria in a drinking water treatment plant,"Thomas,V., Loret,J.F., Jousset,M. and Greub,G.",Environ. Microbiol. (2008) In press,Naegleria sp. CRIB-34,NA,river water,NA,"France: Seine River, 30 km south of Paris, upstream from a drinking water production plant",Biodiversity of amoebae and amoebae-resisting bacteria in a drinking water treatment plant,"Thomas,V., Loret,J.F., Jousset,M. and Greub,G.",Environ. Microbiol. (2008) In press
EU273837.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Vahlkampfiidae,Naegleria,Naegleria sp. CRIB-35,isolate,river water (ENVO:01000599),freshwater biome (ENVO:00000873),free-living,NA,France,Biodiversity of amoebae and amoebae-resisting bacteria in a drinking water treatment plant,"Thomas,V., Loret,J.F., Jousset,M. and Greub,G.",Environ. Microbiol. (2008) In press,Naegleria sp. CRIB-35,NA,river water,NA,"France: Seine River, 30 km south of Paris, upstream from a drinking water production plant",Biodiversity of amoebae and amoebae-resisting bacteria in a drinking water treatment plant,"Thomas,V., Loret,J.F., Jousset,M. and Greub,G.",Environ. Microbiol. (2008) In press
EU273838.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Vahlkampfiidae,Naegleria,Naegleria sp. CRIB-36,isolate,river water (ENVO:01000599),freshwater biome (ENVO:00000873),free-living,NA,France,Biodiversity of amoebae and amoebae-resisting bacteria in a drinking water treatment plant,"Thomas,V., Loret,J.F., Jousset,M. and Greub,G.",Environ. Microbiol. (2008) In press,Naegleria sp. CRIB-36,NA,river water,NA,"France: Seine River, 30 km south of Paris, upstream from a drinking water production plant",Biodiversity of amoebae and amoebae-resisting bacteria in a drinking water treatment plant,"Thomas,V., Loret,J.F., Jousset,M. and Greub,G.",Environ. Microbiol. (2008) In press
EU377591.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Vahlkampfiidae,Naegleria,Naegleria fultoni,isolate,sludge (ENVO:00002044),waste treatment plant (ENVO:00002272),free-living,NA,Spain,Biodiversity of amoebae-resisting bacteria in a water-treatment plant,"Corsaro,D., Feroldi,V., Loret,J.-F., Ribas,F. and Greub,G.",Unpublished,Naegleria fultoni,NA,spined water from sludge,NA,NA,Biodiversity of amoebae-resisting bacteria in a water-treatment plant,"Corsaro,D., Feroldi,V., Loret,J.-F., Ribas,F. and Greub,G.",Unpublished
EU377592.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Vahlkampfiidae,Naegleria,Naegleria sp. CRIB65,isolate,sediment (ENVO:00002007),waste treatment plant (ENVO:00002272),free-living,NA,Spain,Novel Chlamydiales strains isolated from a water treatment plant,"Corsaro,D., Feroldi,V., Saucedo,G., Ribas,F., Loret,J.F. and Greub,G.","Environ. Microbiol. 11 (1), 188-200 (2009)",Naegleria sp. CRIB65,NA,sediment of a water reservoir,NA,NA,Novel Chlamydiales strains isolated from a water treatment plant,"Corsaro,D., Feroldi,V., Saucedo,G., Ribas,F., Loret,J.F. and Greub,G.","Environ. Microbiol. 11 (1), 188-200 (2009)"
EU377593.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Vahlkampfiidae,Naegleria,Naegleria sp. CRIB62,isolate,sediment (ENVO:00002007),waste treatment plant (ENVO:00002272),free-living,NA,Spain,Novel Chlamydiales strains isolated from a water treatment plant,"Corsaro,D., Feroldi,V., Saucedo,G., Ribas,F., Loret,J.F. and Greub,G.","Environ. Microbiol. 11 (1), 188-200 (2009)",Naegleria sp. CRIB62,NA,sediment of a water reservoir,NA,NA,Novel Chlamydiales strains isolated from a water treatment plant,"Corsaro,D., Feroldi,V., Saucedo,G., Ribas,F., Loret,J.F. and Greub,G.","Environ. Microbiol. 11 (1), 188-200 (2009)"
EU377594.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Vahlkampfiidae,Naegleria,Naegleria sp. CRIB57,isolate,biofilm (ENVO:01000156),waste treatment plant (ENVO:00002272),free-living,NA,Spain,Novel Chlamydiales strains isolated from a water treatment plant,"Corsaro,D., Feroldi,V., Saucedo,G., Ribas,F., Loret,J.F. and Greub,G.","Environ. Microbiol. 11 (1), 188-200 (2009)",Naegleria sp. CRIB57,NA,biofilm,NA,NA,Novel Chlamydiales strains isolated from a water treatment plant,"Corsaro,D., Feroldi,V., Saucedo,G., Ribas,F., Loret,J.F. and Greub,G.","Environ. Microbiol. 11 (1), 188-200 (2009)"
EU377595.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Vahlkampfiidae,Naegleria,Naegleria sp. CRIB66,isolate,NA,waste treatment plant (ENVO:00002272),free-living,NA,Spain,Novel Chlamydiales strains isolated from a water treatment plant,"Corsaro,D., Feroldi,V., Saucedo,G., Ribas,F., Loret,J.F. and Greub,G.","Environ. Microbiol. 11 (1), 188-200 (2009)",Naegleria sp. CRIB66,NA,dead-end pipeline,NA,NA,Novel Chlamydiales strains isolated from a water treatment plant,"Corsaro,D., Feroldi,V., Saucedo,G., Ribas,F., Loret,J.F. and Greub,G.","Environ. Microbiol. 11 (1), 188-200 (2009)"
EU377596.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Vahlkampfiidae,Naegleria,Naegleria australiensis,isolate,water (ENVO:00002006),waste treatment plant (ENVO:00002272),parasite (facultative),NA,Spain,Novel Chlamydiales strains isolated from a water treatment plant,"Corsaro,D., Feroldi,V., Saucedo,G., Ribas,F., Loret,J.F. and Greub,G.","Environ. Microbiol. 11 (1), 188-200 (2009)",Naegleria australiensis,NA,raw surface water,NA,NA,Novel Chlamydiales strains isolated from a water treatment plant,"Corsaro,D., Feroldi,V., Saucedo,G., Ribas,F., Loret,J.F. and Greub,G.","Environ. Microbiol. 11 (1), 188-200 (2009)"
EU377597.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Vahlkampfiidae,Naegleria,Naegleria clarki,isolate,water (ENVO:00002006),waste treatment plant (ENVO:00002272),free-living,NA,Spain,Novel Chlamydiales strains isolated from a water treatment plant,"Corsaro,D., Feroldi,V., Saucedo,G., Ribas,F., Loret,J.F. and Greub,G.","Environ. Microbiol. 11 (1), 188-200 (2009)",Naegleria clarki,NA,raw surface water,NA,NA,Novel Chlamydiales strains isolated from a water treatment plant,"Corsaro,D., Feroldi,V., Saucedo,G., Ribas,F., Loret,J.F. and Greub,G.","Environ. Microbiol. 11 (1), 188-200 (2009)"
FJ628000.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Vahlkampfiidae,Naegleria,Naegleria australiensis,isolate,biofilm (ENVO:01000156),waste treatment plant (ENVO:00002272),parasite (facultative),NA,Spain,Biodiversity of amoebae and amoeba-associated bacteria in water treatment plants,"Corsaro,D., Saucedo,G., Catalan,V., Loret,J.-F. and Greub,G.",Unpublished,Naegleria australiensis,NA,biofilm,NA,NA,Biodiversity of amoebae and amoeba-associated bacteria in water treatment plants,"Corsaro,D., Saucedo,G., Catalan,V., Loret,J.-F. and Greub,G.",Unpublished
FJ628001.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Vahlkampfiidae,Naegleria,Naegleria australiensis,isolate,sludge (ENVO:00002044),waste treatment plant (ENVO:00002272),parasite (facultative),NA,Spain,Biodiversity of amoebae and amoeba-associated bacteria in water treatment plants,"Corsaro,D., Saucedo,G., Catalan,V., Loret,J.-F. and Greub,G.",Unpublished,Naegleria australiensis,NA,sludge,NA,NA,Biodiversity of amoebae and amoeba-associated bacteria in water treatment plants,"Corsaro,D., Saucedo,G., Catalan,V., Loret,J.-F. and Greub,G.",Unpublished
FJ710514.2,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Vahlkampfiidae,Naegleria,Naegleria sp. YL04,isolate,paddy field water (ENVO missing),cropland (ENVO:01000245),free-living,NA,Taiwan,Isolation and identification of Acanthamoeba species related to amoebic encephalitis and nonpathogenic free-living amoeba species from the rice field,"Liang,S.Y., Ji,D.R., Hsia,K.T., Hung,C.C., Sheng,W.H., Hsu,B.M., Chen,J.S., Wu,M.H., Lai,C.H. and Ji,D.D.","J. Appl. Microbiol. 109 (4), 1422-1429 (2010)",Naegleria sp. YL04,NA,NA,NA,NA,Isolation and identification of Acanthamoeba species related to amoebic encephalitis and nonpathogenic free-living amoeba species from the rice field,"Liang,S.Y., Ji,D.R., Hsia,K.T., Hung,C.C., Sheng,W.H., Hsu,B.M., Chen,J.S., Wu,M.H., Lai,C.H. and Ji,D.D.","J. Appl. Microbiol. 109 (4), 1422-1429 (2010)"
FJ940707.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Vahlkampfiidae,Naegleria,Naegleria cf. gruberi,isolate,fresh water (ENVO:00002011),freshwater lake biome (ENVO:01000252),free-living,NA,Switzerland: Ticino,Screening Swiss water bodies for potentially pathogenic free-living amoebae,"Gianinazzi,C., Schild,M., Wuthrich,F., Ben Nouir,N., Fuchslin,H.P., Schurch,N., Gottstein,B. and Muller,N.","Res. Microbiol. 160 (6), 367-374 (2009)",Naegleria cf. gruberi,NA,NA,NA,NA,Screening Swiss water bodies for potentially pathogenic free-living amoebae,"Gianinazzi,C., Schild,M., Wuthrich,F., Ben Nouir,N., Fuchslin,H.P., Schurch,N., Gottstein,B. and Muller,N.","Res. Microbiol. 160 (6), 367-374 (2009)"
FJ940719.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Vahlkampfiidae,Naegleria,Naegleria cf. australiensis,isolate,fresh water (ENVO:00002011),freshwater lake biome (ENVO:01000252),parasite (facultative),NA,Switzerland: Bern,Screening Swiss water bodies for potentially pathogenic free-living amoebae,"Gianinazzi,C., Schild,M., Wuthrich,F., Ben Nouir,N., Fuchslin,H.P., Schurch,N., Gottstein,B. and Muller,N.","Res. Microbiol. 160 (6), 367-374 (2009)",Naegleria cf. australiensis,NA,NA,NA,NA,Screening Swiss water bodies for potentially pathogenic free-living amoebae,"Gianinazzi,C., Schild,M., Wuthrich,F., Ben Nouir,N., Fuchslin,H.P., Schurch,N., Gottstein,B. and Muller,N.","Res. Microbiol. 160 (6), 367-374 (2009)"
FJ948856.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Vahlkampfiidae,Naegleria,Naegleria cf. gruberi,isolate,fresh water (ENVO:00002011),freshwater pool (ENVO missing),free-living,NA,Switzerland: Ticino,Screening Swiss water bodies for potentially pathogenic free-living amoebae,"Gianinazzi,C., Schild,M., Wuthrich,F., Ben Nouir,N., Fuchslin,H.P., Schurch,N., Gottstein,B. and Muller,N.","Res. Microbiol. 160 (6), 367-374 (2009)",Naegleria cf. gruberi,NA,NA,NA,NA,Screening Swiss water bodies for potentially pathogenic free-living amoebae,"Gianinazzi,C., Schild,M., Wuthrich,F., Ben Nouir,N., Fuchslin,H.P., Schurch,N., Gottstein,B. and Muller,N.","Res. Microbiol. 160 (6), 367-374 (2009)"
FN860173.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Vahlkampfiidae,Naegleria,A112006C12,environmental,acidic water (ENVO:01000358),freshwater river biome (ENVO:01000253),free-living,NA,Spain,Microbial community structure across the tree of life in the extreme Rio Tinto,"Amaral-Zettler,L.A., Zettler,E.R., Theroux,S.M., Palacios,C., Aguilera,A. and Amils,R.","ISME J 5 (1), 42-50 (2011)",uncultured eukaryote,A112006C12,River water,NA,Spain,Microbial community structure across the tree of life in the extreme Rio Tinto,"Amaral-Zettler,L.A., Zettler,E.R., Theroux,S.M., Palacios,C., Aguilera,A. and Amils,R.","ISME J 5 (1), 42-50 (2011)"
FN860554.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Vahlkampfiidae,Naegleria,A122406C06,environmental,acidic water (ENVO:01000358),freshwater river biome (ENVO:01000253),free-living,NA,Spain,Microbial community structure across the tree of life in the extreme Rio Tinto,"Amaral-Zettler,L.A., Zettler,E.R., Theroux,S.M., Palacios,C., Aguilera,A. and Amils,R.","ISME J 5 (1), 42-50 (2011)",uncultured eukaryote,A122406C06,River water,NA,Spain,Microbial community structure across the tree of life in the extreme Rio Tinto,"Amaral-Zettler,L.A., Zettler,E.R., Theroux,S.M., Palacios,C., Aguilera,A. and Amils,R.","ISME J 5 (1), 42-50 (2011)"
FN862490.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Vahlkampfiidae,Naegleria,B116906H06,environmental,acidic water (ENVO:01000358),freshwater river biome (ENVO:01000253),free-living,NA,Spain,Microbial community structure across the tree of life in the extreme Rio Tinto,"Amaral-Zettler,L.A., Zettler,E.R., Theroux,S.M., Palacios,C., Aguilera,A. and Amils,R.","ISME J 5 (1), 42-50 (2011)",uncultured eukaryote,B116906H06,River water,NA,Spain,Microbial community structure across the tree of life in the extreme Rio Tinto,"Amaral-Zettler,L.A., Zettler,E.R., Theroux,S.M., Palacios,C., Aguilera,A. and Amils,R.","ISME J 5 (1), 42-50 (2011)"
FN863141.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Vahlkampfiidae,Naegleria,B133806B04,environmental,acidic water (ENVO:01000358),freshwater river biome (ENVO:01000253),free-living,NA,Spain,Microbial community structure across the tree of life in the extreme Rio Tinto,"Amaral-Zettler,L.A., Zettler,E.R., Theroux,S.M., Palacios,C., Aguilera,A. and Amils,R.","ISME J 5 (1), 42-50 (2011)",uncultured eukaryote,B133806B04,River water,NA,Spain,Microbial community structure across the tree of life in the extreme Rio Tinto,"Amaral-Zettler,L.A., Zettler,E.R., Theroux,S.M., Palacios,C., Aguilera,A. and Amils,R.","ISME J 5 (1), 42-50 (2011)"
FN863645.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Vahlkampfiidae,Naegleria,B225306E04,environmental,acidic water (ENVO:01000358),freshwater river biome (ENVO:01000253),free-living,NA,Spain,Microbial community structure across the tree of life in the extreme Rio Tinto,"Amaral-Zettler,L.A., Zettler,E.R., Theroux,S.M., Palacios,C., Aguilera,A. and Amils,R.","ISME J 5 (1), 42-50 (2011)",uncultured eukaryote,B225306E04,River water,NA,Spain,Microbial community structure across the tree of life in the extreme Rio Tinto,"Amaral-Zettler,L.A., Zettler,E.R., Theroux,S.M., Palacios,C., Aguilera,A. and Amils,R.","ISME J 5 (1), 42-50 (2011)"
FN864428.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Vahlkampfiidae,Naegleria,B315906A09,environmental,acidic water (ENVO:01000358),freshwater river biome (ENVO:01000253),free-living,NA,Spain,Microbial community structure across the tree of life in the extreme Rio Tinto,"Amaral-Zettler,L.A., Zettler,E.R., Theroux,S.M., Palacios,C., Aguilera,A. and Amils,R.","ISME J 5 (1), 42-50 (2011)",uncultured eukaryote,B315906A09,River water,NA,Spain,Microbial community structure across the tree of life in the extreme Rio Tinto,"Amaral-Zettler,L.A., Zettler,E.R., Theroux,S.M., Palacios,C., Aguilera,A. and Amils,R.","ISME J 5 (1), 42-50 (2011)"
FN865795.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Vahlkampfiidae,Naegleria,O138006D03,environmental,acidic water (ENVO:01000358),freshwater river biome (ENVO:01000253),free-living,NA,Spain,Microbial community structure across the tree of life in the extreme Rio Tinto,"Amaral-Zettler,L.A., Zettler,E.R., Theroux,S.M., Palacios,C., Aguilera,A. and Amils,R.","ISME J 5 (1), 42-50 (2011)",uncultured eukaryote,O138006D03,River water,NA,Spain,Microbial community structure across the tree of life in the extreme Rio Tinto,"Amaral-Zettler,L.A., Zettler,E.R., Theroux,S.M., Palacios,C., Aguilera,A. and Amils,R.","ISME J 5 (1), 42-50 (2011)"
GU320579.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Vahlkampfiidae,Naegleria,Naegleria sp. COHH 103,isolate,sediment (ENVO:00002007),NA,free-living,NA,USA: Massachusetts,Amoebae and Legionella pneumophila in coastal marine environments,"Gast,R.J., Moran,D.M., Dennett,M.R., Wurtsbaugh,W. and Amaral-Zettler,L.",Unpublished,Naegleria sp. COHH 103,NA,NA,NA,"USA: Common Fence Point, Mt Hope Bay, MA",Amoebae and Legionella pneumophila in coastal marine environments,"Gast,R.J., Moran,D.M., Dennett,M.R., Wurtsbaugh,W. and Amaral-Zettler,L.",Unpublished
GU320598.1,Eukaryota,Excavata,Discoba,Heterolobosea,Tetramitia,Tetramitia clade III,Vahlkampfiidae,Naegleria,Naegleria sp. COHH 64,isolate,sediment (ENVO:00002007),brackish water environment (ENVO:01000322),NA,NA,USA,Amoebae and Legionella pneumophila in coastal marine environments,"Gast,R.J., Moran,D.M., Dennett,M.R., Wurtsbaugh,W. and Amaral-Zettler,L.",Unpublished,Naegleria sp. COHH 64,NA,NA,NA,"USA: Dighton Bridge, MA",Amoebae and Legionella pneumophila in coastal marine environments,"Gast,R.J., Moran,D.M., Dennett,M.R., Wurtsbaugh,W. and Amaral-Zettler,L.",Unpublished
