accession,taxon_1,taxon_2,taxon_3,taxon_4,taxon_5,taxon_6,taxon_7,taxon_8,taxon_9,name,source,env_material,env_biome,biotic_relationship,specific_host,host_name,geo_loc_name,publication,authors,journal,organism_gb,clone_gb,environment_gb,host_gb,country_gb,publication_gb,authors_gb,journal_gb
JX975352,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Honigbergiellida,Cryptotermes cylindroceps Honigbergiellida symbiont ERJ-2013,Cryptotermes cylindroceps Honigbergiellida symbiont ERJ-2013,Cryptotermes cylindroceps Honigbergiellida symbiont ERJ-2013,Cryptotermes cylindroceps parabasalian symbiont ERJ-2013,isolate,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,906893,Cryptotermes cylindroceps,Colombia,"Cthulhu Macrofasciculumque n. g., n. sp. and Cthylla Microfasciculumque n. g., n. sp., a Newly Identified Lineage of Parabasalian Termite Symbionts","James,E.R., Okamoto,N., Burki,F., Scheffrahn,R.H. and Keeling,P.J.","PLoS ONE 8 (3), E58509 (2013)",Cryptotermes cylindroceps parabasalian symbiont ERJ-2013,NA,NA,Cryptotermes cylindroceps,NA,"Cthulhu Macrofasciculumque n. g., n. sp. and Cthylla Microfasciculumque n. g., n. sp., a Newly Identified Lineage of Parabasalian Termite Symbionts","James,E.R., Okamoto,N., Burki,F., Scheffrahn,R.H. and Keeling,P.J.","PLoS ONE 8 (3), E58509 (2013)"
JX975349,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Honigbergiellida,Cthulhu,Cthulhu,Cthulhu macrofasciculumque,Cthulhu macrofasciculumque,isolate,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,1312446,Prorhinotermes simplex,USA: Florida: Fort Lauderdale: Secret Woods County Park,"Cthulhu Macrofasciculumque n. g., n. sp. and Cthylla Microfasciculumque n. g., n. sp., a Newly Identified Lineage of Parabasalian Termite Symbionts","James,E.R., Okamoto,N., Burki,F., Scheffrahn,R.H. and Keeling,P.J.","PLoS ONE 8 (3), E58509 (2013)",Cthulhu macrofasciculumque,NA,NA,Prorhinotermes simplex,NA,"Cthulhu Macrofasciculumque n. g., n. sp. and Cthylla Microfasciculumque n. g., n. sp., a Newly Identified Lineage of Parabasalian Termite Symbionts","James,E.R., Okamoto,N., Burki,F., Scheffrahn,R.H. and Keeling,P.J.","PLoS ONE 8 (3), E58509 (2013)"
JX975350,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Honigbergiellida,Cthylla,Cthylla,Cthylla microfasciculumque,Cthylla microfasciculumque,isolate,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,57123,Reticulitermes virginicus,USA: Florida: Fort Lauderdale: Secret Woods County Park,"Cthulhu Macrofasciculumque n. g., n. sp. and Cthylla Microfasciculumque n. g., n. sp., a Newly Identified Lineage of Parabasalian Termite Symbionts","James,E.R., Okamoto,N., Burki,F., Scheffrahn,R.H. and Keeling,P.J.","PLoS ONE 8 (3), E58509 (2013)",Cthylla microfasciculumque,NA,NA,Reticulitermes virginicus,NA,"Cthulhu Macrofasciculumque n. g., n. sp. and Cthylla Microfasciculumque n. g., n. sp., a Newly Identified Lineage of Parabasalian Termite Symbionts","James,E.R., Okamoto,N., Burki,F., Scheffrahn,R.H. and Keeling,P.J.","PLoS ONE 8 (3), E58509 (2013)"
JX975351,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Honigbergiellida,Heterotermes tenuis Honigbergiellida symbiont ERJ-2013,Heterotermes tenuis Honigbergiellida symbiont ERJ-2013,Heterotermes tenuis Honigbergiellida symbiont ERJ-2013,Heterotermes tenuis parabasalian symbiont ERJ-2013,isolate,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,256704,Heterotermes tenuis,Colombia: Magadalena,"Cthulhu Macrofasciculumque n. g., n. sp. and Cthylla Microfasciculumque n. g., n. sp., a Newly Identified Lineage of Parabasalian Termite Symbionts","James,E.R., Okamoto,N., Burki,F., Scheffrahn,R.H. and Keeling,P.J.","PLoS ONE 8 (3), E58509 (2013)",Heterotermes tenuis parabasalian symbiont ERJ-2013,NA,NA,Heterotermes tenuis,NA,"Cthulhu Macrofasciculumque n. g., n. sp. and Cthylla Microfasciculumque n. g., n. sp., a Newly Identified Lineage of Parabasalian Termite Symbionts","James,E.R., Okamoto,N., Burki,F., Scheffrahn,R.H. and Keeling,P.J.","PLoS ONE 8 (3), E58509 (2013)"
GU461593,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Honigbergiellida,Reticulitermes chinensis Honigbergiellida symbiont RcF9,Reticulitermes chinensis Honigbergiellida symbiont RcF9,Reticulitermes chinensis Honigbergiellida symbiont RcF9,Reticulitermes chinensis parabasalian symbiont RcF9,isolate,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,141911,Reticulitermes chinensis,unpublished,"Phylogenetic identification of parabasalian symbionts from a wood-feeding lower termite, Reticulitermes chinensis Snyder","Chen,W., Yang,H., Peng,J.X. and Hong,H.Z.",Unpublished,Reticulitermes chinensis parabasalian symbiont,RcF9,NA,Reticulitermes chinensis,NA,"Phylogenetic identification of parabasalian symbionts from a wood-feeding lower termite, Reticulitermes chinensis Snyder","Chen,W., Yang,H., Peng,J.X. and Hong,H.Z.",Unpublished
AF052700,Eukaryota,Excavata,Metamonada,Parabasalia,Trichomonadea,Honigbergiellida,Cryptotermes brevis Honigbergiellida symbiont 77089,Cryptotermes brevis Honigbergiellida symbiont 77089,Cryptotermes brevis Honigbergiellida symbiont 77089,Cryptotermes brevis Honigbergiellida symbiont 77089,isolate,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,105780,Cryptotermes brevis,NA,"Phylogenetic diversity of parabasalian symbionts from termites, including the phylogenetic position of Pseudotrypanosoma and Trichonympha","Keeling,P.J., Poulsen,N. and McFadden,G.I.","J. Eukaryot. Microbiol. 45 (6), 643-650 (1998)",Cryptotermes brevis symbiont 77089,2,NA,NA,NA,"Phylogenetic diversity of parabasalian symbionts from termites, including the phylogenetic position of Pseudotrypanosoma and Trichonympha","Keeling,P.J., Poulsen,N. and McFadden,G.I.","J. Eukaryot. Microbiol. 45 (6), 643-650 (1998)"
AJ583378,Eukaryota,Excavata,Metamonada,Parabasalia,Cristamonadea,Cristamonadida,Deltotrichonympha,Deltotrichonympha,Deltotrichonympha,Deltotrichonympha nana,isolate,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,13139,Mastotermes darwiniensis,Australia,Molecular phylogeny of the large uncultivated protozoa from the hindgut of the termite Mastotermes darwiniensis,"Froehlich,J.E., Li,L., Hirschhaeuser,S., Berchtold,M., Wenzel,M. and Koenig,H.",Unpublished,Deltotrichonympha nana,NA,NA,Mastotermes darwiniensis,Australia,Molecular phylogeny of the large uncultivated protozoa from the hindgut of the termite Mastotermes darwiniensis,"Froehlich,J.E., Li,L., Hirschhaeuser,S., Berchtold,M., Wenzel,M. and Koenig,H.",Unpublished
AB326380,Eukaryota,Excavata,Metamonada,Parabasalia,Cristamonadea,Cristamonadida,Deltotrichonympha,Deltotrichonympha,Deltotrichonympha,Deltotrichonympha operculata,isolate,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,13139,Mastotermes darwiniensis,Australia,Phylogenetic diversity of Endomicrobia and their specific affiliation with termite gut flagellates,"Ikeda-Ohtsubo,W., Desai,M., Stingl,U. and Brune,A.","Microbiology (Reading, Engl.) 153 (PT 10), 3458-3465 (2007)",Deltotrichonympha operculata,MdDtA,NA,Mastotermes darwiniensis,NA,Phylogenetic diversity of Endomicrobia and their specific affiliation with termite gut flagellates,"Ikeda-Ohtsubo,W., Desai,M., Stingl,U. and Brune,A.","Microbiology (Reading, Engl.) 153 (PT 10), 3458-3465 (2007)"
AJ583379,Eukaryota,Excavata,Metamonada,Parabasalia,Cristamonadea,Cristamonadida,Deltotrichonympha,Deltotrichonympha,Deltotrichonympha,Deltotrichonympha operculata,isolate,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,13139,Mastotermes darwiniensis,Australia,Molecular phylogeny of the large uncultivated protozoa from the hindgut of the termite Mastotermes darwiniensis,"Froehlich,J.E., Li,L., Hirschhaeuser,S., Berchtold,M., Wenzel,M. and Koenig,H.",Unpublished,Deltotrichonympha operculata,NA,NA,Mastotermes darwiniensis,Australia,Molecular phylogeny of the large uncultivated protozoa from the hindgut of the termite Mastotermes darwiniensis,"Froehlich,J.E., Li,L., Hirschhaeuser,S., Berchtold,M., Wenzel,M. and Koenig,H.",Unpublished
AJ132466,Eukaryota,Excavata,Metamonada,Parabasalia,Cristamonadea,Cristamonadida,Koruga,Koruga,Koruga bonita,Koruga bonita,isolate,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,13139,Mastotermes darwiniensis,Australia,Rapid isolation of single microbial cells from mixed natural and laboratory populations with the aid of a micromanipulator,"Froehlich,J.E. and Koenig,H.","Syst. Appl. Microbiol. 22 (2), 249-257 (1999)",Koruga bonita,Jf01,NA,NA,NA,Rapid isolation of single microbial cells from mixed natural and laboratory populations with the aid of a micromanipulator,"Froehlich,J.E. and Koenig,H.","Syst. Appl. Microbiol. 22 (2), 249-257 (1999)"
AJ132467,Eukaryota,Excavata,Metamonada,Parabasalia,Cristamonadea,Cristamonadida,Koruga,Koruga,Koruga bonita,Koruga bonita,isolate,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,13139,Mastotermes darwiniensis,Australia,Rapid isolation of single microbial cells from mixed natural and laboratory populations with the aid of a micromanipulator,"Froehlich,J.E. and Koenig,H.","Syst. Appl. Microbiol. 22 (2), 249-257 (1999)",Koruga bonita,JF02,NA,NA,Australia,Rapid isolation of single microbial cells from mixed natural and laboratory populations with the aid of a micromanipulator,"Froehlich,J.E. and Koenig,H.","Syst. Appl. Microbiol. 22 (2), 249-257 (1999)"
AB032225,Eukaryota,Excavata,Metamonada,Parabasalia,Cristamonadea,Cristamonadida,Devescovina,Devescovina,Devescovina,Neotermes koshunensis parabasalian symbiont Nk9,environmental,gut environment (ENVO missing),insecta-associated environment (ENVO missing),symbiont,60586,Neotermes koshunensis,Japan: Okinawa Island,"Phylogenetic identification of hypermastigotes, Pseudotrichonympha, Spirotrichonympha, Holomastigotoides, and parabasalian symbionts in the hindgut of termites","Ohkuma,M., Ohtoko,K., Iida,T., Tokura,M., Moriya,S., Usami,R., Horikoshi,K. and Kudo,T.","J. Eukaryot. Microbiol. 47 (3), 249-259 (2000)",Neotermes koshunensis parabasalian symbiont clone Nk9,Nk9,NA,Neotermes koshunensis,NA,"Phylogenetic identification of hypermastigotes, Pseudotrichonympha, Spirotrichonympha, Holomastigotoides, and parabasalian symbionts in the hindgut of termites","Ohkuma,M., Ohtoko,K., Iida,T., Tokura,M., Moriya,S., Usami,R., Horikoshi,K. and Kudo,T.","J. Eukaryot. Microbiol. 47 (3), 249-259 (2000)"
AB692771,Eukaryota,Excavata,Metamonada,Parabasalia,Tritrichomonadea,Tritrichomonadida,Dientamoebidae,Dientamoeba,Dientamoeba fragilis,Dientamoeba fragilis,isolate,NA,human-associated environment (ENVO missing),parasite,9606,Homo sapiens,Iran: Tehran,"Prevalence of Dientamoeba fragilis in patients with gastrointestinal symptoms in Tehran, Iran","Razmjou,E., Hamidi,N., Tavakolikareshk,A., Akhlaghi,L., Oormazdi,H. and Meamar,A.R.",Unpublished,Dientamoeba fragilis,NA,NA,Homo sapiens 49 year old woman,"Iran: Tehran Province, Tehran","Prevalence of Dientamoeba fragilis in patients with gastrointestinal symptoms in Tehran, Iran","Razmjou,E., Hamidi,N., Tavakolikareshk,A., Akhlaghi,L., Oormazdi,H. and Meamar,A.R.",Unpublished
AB692772,Eukaryota,Excavata,Metamonada,Parabasalia,Tritrichomonadea,Tritrichomonadida,Dientamoebidae,Dientamoeba,Dientamoeba fragilis,Dientamoeba fragilis,isolate,NA,human-associated environment (ENVO missing),parasite,9606,Homo sapiens,Iran: Tehran,"Prevalence of Dientamoeba fragilis in patients with gastrointestinal symptoms in Tehran, Iran","Razmjou,E., Hamidi,N., Tavakolikareshk,A., Akhlaghi,L., Oormazdi,H. and Meamar,A.R.",Unpublished,Dientamoeba fragilis,NA,NA,Homo sapiens,"Iran: Tehran Province, Tehran","Prevalence of Dientamoeba fragilis in patients with gastrointestinal symptoms in Tehran, Iran","Razmjou,E., Hamidi,N., Tavakolikareshk,A., Akhlaghi,L., Oormazdi,H. and Meamar,A.R.",Unpublished
AY730405,Eukaryota,Excavata,Metamonada,Parabasalia,Tritrichomonadea,Tritrichomonadida,Dientamoebidae,Dientamoeba,Dientamoeba fragilis,Dientamoeba fragilis,environmental,feces (ENVO:00002003),human-associated environment (ENVO missing),parasite,9606,Homo sapiens,Australia: Sydney,Detection of Dientamoeba fragilis in fresh stool specimens using PCR,"Stark,D., Beebe,N., Marriott,D., Ellis,J. and Harkness,J.","Int. J. Parasitol. 35 (1), 57-62 (2005)",Dientamoeba fragilis,NA,"symptomatic Australian patients presenting at St. Vincents Hospital, Sydney, in 2004",NA,Australia: Sydney,Detection of Dientamoeba fragilis in fresh stool specimens using PCR,"Stark,D., Beebe,N., Marriott,D., Ellis,J. and Harkness,J.","Int. J. Parasitol. 35 (1), 57-62 (2005)"
FJ649228,Eukaryota,Excavata,Metamonada,Parabasalia,Tritrichomonadea,Tritrichomonadida,Dientamoebidae,Dientamoeba,Dientamoeba fragilis,Dientamoeba fragilis,isolate,feces (ENVO:00002003),human-associated environment (ENVO missing),parasite,9606,Homo sapiens,Australia: Sydney,"Comparison of microscopy, two xenic culture techniques, conventional and real-time PCR for the detection of Dientamoeba fragilis in clinical stool samples","Stark,D., Barratt,J., Roberts,T., Marriott,D., Harkness,J. and Ellis,J.","Eur. J. Clin. Microbiol. Infect. Dis. 29 (4), 411-416 (2010)",Dientamoeba fragilis,NA,NA,NA,NA,"Comparison of microscopy, two xenic culture techniques, conventional and real-time PCR for the detection of Dientamoeba fragilis in clinical stool samples","Stark,D., Barratt,J., Roberts,T., Marriott,D., Harkness,J. and Ellis,J.","Eur. J. Clin. Microbiol. Infect. Dis. 29 (4), 411-416 (2010)"
JQ677147,Eukaryota,Excavata,Metamonada,Parabasalia,Tritrichomonadea,Tritrichomonadida,Dientamoebidae,Dientamoeba,Dientamoeba fragilis,Dientamoeba fragilis,environmental,feces (ENVO:00002003),human-associated environment (ENVO missing),parasite,9606,Homo sapiens,Italy,Pigs as Natural Hosts of Dientamoeba fragilis Genotypes Found in Humans,"Caccio,S.M., Sannella,A.R., Manuali,E., Tosini,F., Sensi,M., Crotti,D. and Pozio,E.","Emerging Infect. Dis. 18 (5), 838-841 (2012)",Dientamoeba fragilis,NA,feces,Homo sapiens,United Kingdom,Pigs as Natural Hosts of Dientamoeba fragilis Genotypes Found in Humans,"Caccio,S.M., Sannella,A.R., Manuali,E., Tosini,F., Sensi,M., Crotti,D. and Pozio,E.","Emerging Infect. Dis. 18 (5), 838-841 (2012)"
JQ677148,Eukaryota,Excavata,Metamonada,Parabasalia,Tritrichomonadea,Tritrichomonadida,Dientamoebidae,Dientamoeba,Dientamoeba fragilis,Dientamoeba fragilis,environmental,feces (ENVO:00002003),human-associated environment (ENVO missing),parasite,9606,Homo sapiens,Italy,Pigs as Natural Hosts of Dientamoeba fragilis Genotypes Found in Humans,"Caccio,S.M., Sannella,A.R., Manuali,E., Tosini,F., Sensi,M., Crotti,D. and Pozio,E.","Emerging Infect. Dis. 18 (5), 838-841 (2012)",Dientamoeba fragilis,NA,feces,Homo sapiens,United Kingdom,Pigs as Natural Hosts of Dientamoeba fragilis Genotypes Found in Humans,"Caccio,S.M., Sannella,A.R., Manuali,E., Tosini,F., Sensi,M., Crotti,D. and Pozio,E.","Emerging Infect. Dis. 18 (5), 838-841 (2012)"
JQ677149,Eukaryota,Excavata,Metamonada,Parabasalia,Tritrichomonadea,Tritrichomonadida,Dientamoebidae,Dientamoeba,Dientamoeba fragilis,Dientamoeba fragilis,environmental,feces (ENVO:00002003),human-associated environment (ENVO missing),parasite,9606,Homo sapiens,Italy,Pigs as Natural Hosts of Dientamoeba fragilis Genotypes Found in Humans,"Caccio,S.M., Sannella,A.R., Manuali,E., Tosini,F., Sensi,M., Crotti,D. and Pozio,E.","Emerging Infect. Dis. 18 (5), 838-841 (2012)",Dientamoeba fragilis,NA,feces,Homo sapiens,Italy,Pigs as Natural Hosts of Dientamoeba fragilis Genotypes Found in Humans,"Caccio,S.M., Sannella,A.R., Manuali,E., Tosini,F., Sensi,M., Crotti,D. and Pozio,E.","Emerging Infect. Dis. 18 (5), 838-841 (2012)"
U37461,Eukaryota,Excavata,Metamonada,Parabasalia,Tritrichomonadea,Tritrichomonadida,Dientamoebidae,Dientamoeba,Dientamoeba fragilis,Dientamoeba fragilis,isolate,feces (ENVO:00002003),human-associated environment (ENVO missing),parasite,9606,Homo sapiens,NA,Dientamoeba fragilis shares a recent common evolutionary history with the trichomonads,"Silberman,J.D., Clark,C.G. and Sogin,M.L.","Mol. Biochem. Parasitol. 76 (1-2), 311-314 (1996)",Dientamoeba fragilis,NA,NA,NA,NA,Dientamoeba fragilis shares a recent common evolutionary history with the trichomonads,"Silberman,J.D., Clark,C.G. and Sogin,M.L.","Mol. Biochem. Parasitol. 76 (1-2), 311-314 (1996)"
AF293056,Eukaryota,Excavata,Metamonada,Parabasalia,Tritrichomonadea,Tritrichomonadida,Dientamoebidae,Histomonas,Histomonas meleagridis,Histomonas meleagridis,isolate,mouth (ENVO:08000002),animal-associated environment (ENVO:01001002),parasite,9031,Gallus gallus,NA,"Phylogenetic position of the trichomonad parasite of turkeys, Histomonas meleagridis (Smith) Tyzzer, inferred from small subunit rRNA sequence","Gerbod,D., Edgcomb,V.P., Noel,C., Zenner,L., Wintjens,R., Delgado-Viscogliosi,P., Holder,M.E., Sogin,M.L. and Viscogliosi,E.","J. Eukaryot. Microbiol. 48 (4), 498-504 (2001)",Histomonas meleagridis,NA,NA,NA,NA,"Phylogenetic position of the trichomonad parasite of turkeys, Histomonas meleagridis (Smith) Tyzzer, inferred from small subunit rRNA sequence","Gerbod,D., Edgcomb,V.P., Noel,C., Zenner,L., Wintjens,R., Delgado-Viscogliosi,P., Holder,M.E., Sogin,M.L. and Viscogliosi,E.","J. Eukaryot. Microbiol. 48 (4), 498-504 (2001)"
AJ920323,Eukaryota,Excavata,Metamonada,Parabasalia,Tritrichomonadea,Tritrichomonadida,Dientamoebidae,Histomonas,Histomonas meleagridis,Histomonas meleagridis,isolate,feces (ENVO:00002003),animal-associated environment (ENVO:01001002),parasite,9103,Meleagris gallopavo,NA,"Clonal cultures of Histomonas meleagridis, Tetratrichomonas gallinarum and a Blastocystis sp. established through micromanipulation","Hess,M., Kolbe,T., Grabensteiner,E. and Prosl,H.","Parasitology 133 (PT 5), 547-554 (2006)",Histomonas meleagridis,NA,turkey faeces,NA,NA,"Clonal cultures of Histomonas meleagridis, Tetratrichomonas gallinarum and a Blastocystis sp. established through micromanipulation","Hess,M., Kolbe,T., Grabensteiner,E. and Prosl,H.","Parasitology 133 (PT 5), 547-554 (2006)"
EU647884,Eukaryota,Excavata,Metamonada,Parabasalia,Tritrichomonadea,Tritrichomonadida,Dientamoebidae,Histomonas,Histomonas meleagridis,Histomonas meleagridis,isolate,intestine environment (ENVO:2100002),animal-associated environment (ENVO:01001002),parasite,9031,Gallus gallus,Netherlands,Molecular identification and phylogenetic relationships of trichomonad isolates of galliform birds inferred from nuclear small subunit rRNA gene sequences,"Mantini,C., Dalia-Cornette,J., Noda,S., Van Der Heijden,H.M., Capron,M., Dei-Cas,E., Landman,W.J., Ohkuma,M. and Viscogliosi,E.",Parasitol. Res. (2009) In press,Histomonas meleagridis,1,NA,NA,NA,Molecular identification and phylogenetic relationships of trichomonad isolates of galliform birds inferred from nuclear small subunit rRNA gene sequences,"Mantini,C., Dalia-Cornette,J., Noda,S., Van Der Heijden,H.M., Capron,M., Dei-Cas,E., Landman,W.J., Ohkuma,M. and Viscogliosi,E.",Parasitol. Res. (2009) In press
